VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount,total_amount
2,2015-01-15 17:33:33 +00:00,2015-01-15 17:39:32 +00:00,6,1.15,-73.92684174,40.76515579,-73.92241669,40.75485992,6,0,7.8
2,2015-01-15 17:33:33 +00:00,2015-01-15 17:39:04 +00:00,2,0.91,-73.99639893,40.73118973,-73.99755096,40.72182846,5.5,1.62,8.92
2,2015-01-15 17:33:33 +00:00,2015-01-15 17:44:41 +00:00,1,2.13,-73.98905182,40.77363968,-74.00092316,40.74879837,10.5,0,12.3
2,2015-01-15 17:33:33 +00:00,2015-01-15 17:53:54 +00:00,5,3.18,-73.9879837,40.77510834,-73.99533844,40.74151993,15.5,3.3,20.6
2,2015-01-15 17:33:34 +00:00,2015-01-15 17:38:52 +00:00,6,0.69,-73.98138428,40.7842865,-73.98223877,40.77664566,5.5,2,9.3
2,2015-01-15 17:33:34 +00:00,2015-01-15 17:52:26 +00:00,5,3.6,-74.00287628,40.74453354,-73.98149872,40.78038025,15,0,16.8
2,2015-01-15 17:33:35 +00:00,2015-01-15 17:37:10 +00:00,1,0.65,-73.97236633,40.78662872,-73.97473907,40.79320908,4.5,1.1,7.4
2,2015-01-15 17:33:35 +00:00,2015-01-15 17:35:03 +00:00,1,0.51,-73.95076752,40.78620911,-73.95516968,40.78010178,3.5,2,7.3
2,2015-01-15 17:33:36 +00:00,2015-01-15 18:08:58 +00:00,1,14.25,-73.78833008,40.64148331,-73.91009521,40.76583862,40.5,8.3,50.6
2,2015-01-15 17:33:36 +00:00,2015-01-15 17:55:54 +00:00,1,3.05,-74.00418091,40.72206116,-73.9758606,40.75495148,15.5,3.3,20.6
2,2015-01-15 10:01:05 +00:00,2015-01-15 10:08:18 +00:00,1,1.63,-73.95350647,40.76717377,-73.94216156,40.78660965,7.5,1,9.3
2,2015-01-15 10:01:05 +00:00,2015-01-15 10:07:15 +00:00,6,0.99,-73.99376678,40.75979233,-73.99130249,40.77025223,6.5,1,8.3
2,2015-01-15 10:01:06 +00:00,2015-01-15 10:10:05 +00:00,1,1.23,-73.98270416,40.77492142,-73.97538757,40.78944778,8,1.6,10.4
2,2015-01-15 10:01:06 +00:00,2015-01-15 10:19:44 +00:00,2,3.62,-73.99642944,40.76256561,-74.00738525,40.71756363,15,3,18.8
2,2015-01-15 10:01:06 +00:00,2015-01-15 10:30:26 +00:00,1,11.54,-73.98882294,40.75577927,-73.87255859,40.77434158,36,8.27,50.4
2,2015-01-15 10:01:07 +00:00,2015-01-15 10:14:24 +00:00,5,1.61,-73.98222351,40.77155685,-73.97070313,40.75949097,10,0,10.8
2,2015-01-15 10:01:07 +00:00,2015-01-15 10:21:31 +00:00,1,1.24,-73.99755096,40.74162674,-73.9852829,40.75356674,12.5,2.5,15.8
2,2015-01-15 10:01:07 +00:00,2015-01-15 10:05:45 +00:00,1,0.86,-73.99984741,40.73323822,-74.00770569,40.73693085,5.5,1.1,7.4
2,2015-01-15 10:01:07 +00:00,2015-01-15 10:18:01 +00:00,1,1.39,-73.96308136,40.75682068,-73.98035431,40.751091,11,0,11.8
2,2015-01-15 18:54:11 +00:00,2015-01-15 19:01:00 +00:00,3,0.84,-73.98587036,40.76208115,-73.97258759,40.75526047,6,1,8.8
2,2015-01-15 18:54:12 +00:00,2015-01-15 19:06:27 +00:00,1,1.76,-73.96962738,40.79780579,-73.97821045,40.77716064,10,0,11.5
2,2015-01-15 18:54:12 +00:00,2015-01-15 19:04:43 +00:00,1,1.88,-73.98130035,40.74416351,-73.97962952,40.72305298,9,2,12.8
2,2015-01-15 18:54:12 +00:00,2015-01-15 19:08:34 +00:00,2,2.61,-73.9890976,40.73051834,-73.96318054,40.75772858,12,0,13.8
2,2015-01-15 18:54:12 +00:00,2015-01-15 19:01:24 +00:00,1,0.89,-74.00537872,40.72724152,-73.99593353,40.72913361,6.5,1.5,9.8
1,2015-01-15 05:48:00 +00:00,2015-01-15 06:24:35 +00:00,1,21.1,-73.78160858,40.64464188,-73.98057556,40.78266907,52,10,68.13
1,2015-01-15 05:48:01 +00:00,2015-01-15 05:53:15 +00:00,1,1.8,-73.99060822,40.7402916,-73.98564911,40.7611084,7,1,9.3
1,2015-01-15 05:48:02 +00:00,2015-01-15 05:51:39 +00:00,1,0.9,-73.98023987,40.71594238,-74.01036835,40.72143555,5,1.26,7.56
1,2015-01-15 05:48:03 +00:00,2015-01-15 05:54:04 +00:00,1,1.9,-74.00821686,40.72212219,-74.00784302,40.74670792,8,1.85,11.15
1,2015-01-15 05:48:06 +00:00,2015-01-15 05:55:11 +00:00,1,1.3,-73.98040009,40.7322731,-73.99455261,40.74364853,7.5,1,9.8
1,2015-01-15 05:48:07 +00:00,2015-01-15 05:54:40 +00:00,1,2.2,-73.95330811,40.77589417,-73.98355865,40.77114487,8.5,1.95,11.75
1,2015-01-15 05:48:07 +00:00,2015-01-15 05:52:05 +00:00,1,0.7,-73.99032593,40.70074463,-73.99065399,40.69246292,5,1,7.3
1,2015-01-15 05:48:07 +00:00,2015-01-15 05:55:24 +00:00,1,1.6,-73.9903717,40.75675201,-73.96937561,40.76279068,8,0,9.3
1,2015-01-15 05:48:10 +00:00,2015-01-15 05:57:28 +00:00,1,2.9,-73.96024323,40.64669418,-73.97917175,40.66820526,11,2.45,14.75
1,2015-01-15 05:48:11 +00:00,2015-01-15 06:14:26 +00:00,4,16.8,-73.99389648,40.75631714,-73.79345703,40.64463806,52,0,58.13
1,2015-01-15 05:48:13 +00:00,2015-01-15 05:52:39 +00:00,1,1.1,-73.98607635,40.74501419,-73.99000549,40.75619125,5.5,1,7.8
1,2015-01-15 05:48:15 +00:00,2015-01-15 05:53:03 +00:00,1,0.9,-73.98745728,40.76698685,-73.99202728,40.7592926,5.5,0,6.3
1,2015-01-15 05:48:17 +00:00,2015-01-15 05:52:46 +00:00,1,1.2,-73.96414185,40.76143646,-73.95562744,40.77667236,6,1.45,8.75
1,2015-01-15 05:48:17 +00:00,2015-01-15 05:48:50 +00:00,1,0.5,-74.17697144,40.69499588,-74.17697144,40.69499588,85,17.05,102.35
1,2015-01-15 05:48:17 +00:00,2015-01-15 05:52:21 +00:00,1,0.7,-73.96813202,40.76254272,-73.97979736,40.76527405,5,0,6.3
1,2015-01-15 05:48:19 +00:00,2015-01-15 05:55:04 +00:00,1,1.7,-73.95703125,40.77428055,-73.98188782,40.78287888,7.5,1.75,10.55
1,2015-01-15 05:48:20 +00:00,2015-01-15 05:59:30 +00:00,1,6.3,-73.97670746,40.75257111,-74.01378632,40.71498489,19.5,3.12,23.92
1,2015-01-15 05:48:20 +00:00,2015-01-15 05:50:52 +00:00,3,1,-73.97493744,40.75265503,-73.98542023,40.74135208,5,0,6.3
1,2015-01-15 05:48:21 +00:00,2015-01-15 05:53:35 +00:00,1,1.4,-73.97673035,40.74768066,-73.97376251,40.76296234,6.5,1.95,9.75
1,2015-01-15 05:48:21 +00:00,2015-01-15 05:53:02 +00:00,1,1.6,-73.99815369,40.74058151,-74.00917053,40.71996689,7,1.65,9.95
1,2015-01-15 05:48:21 +00:00,2015-01-15 05:54:11 +00:00,1,2.3,-73.97806549,40.72939301,-73.97042847,40.7563324,8.5,0,9.8
1,2015-01-15 06:37:33 +00:00,2015-01-15 06:40:46 +00:00,1,0.8,-74.00270844,40.74476624,-73.99498749,40.75003433,5,1.15,6.95
1,2015-01-15 06:37:34 +00:00,2015-01-15 06:46:08 +00:00,1,2.8,-73.9914093,40.74490356,-74.01369476,40.71524429,10,2.7,13.5
1,2015-01-15 06:37:34 +00:00,2015-01-15 06:41:19 +00:00,1,0.6,-73.98957062,40.72621918,-73.9909668,40.71855164,4.5,0,5.3
1,2015-01-15 06:37:34 +00:00,2015-01-15 06:41:55 +00:00,1,0.6,-73.96959686,40.75769424,-73.98006439,40.7603302,5,1,6.8
1,2015-01-15 06:37:35 +00:00,2015-01-15 07:27:42 +00:00,2,17.2,-73.78116608,40.64484024,-73.97758484,40.75462723,52,12.22,70.35
1,2015-01-15 06:37:35 +00:00,2015-01-15 06:41:11 +00:00,1,0.9,-73.94556427,40.77824783,-73.95355988,40.76721573,5,1.45,7.25
1,2015-01-15 06:37:37 +00:00,2015-01-15 06:43:14 +00:00,1,1.3,-73.96170807,40.77120972,-73.97805786,40.76279831,6.5,1,8.3
1,2015-01-15 06:37:37 +00:00,2015-01-15 06:43:33 +00:00,1,1.1,-73.99051666,40.75905991,-73.97824097,40.74899292,6.5,1,8.3
1,2015-01-15 06:37:38 +00:00,2015-01-15 06:45:25 +00:00,1,1.8,-73.92593384,40.76683807,-73.90883636,40.74912262,8.5,0,9.3
1,2015-01-15 06:37:38 +00:00,2015-01-15 06:41:52 +00:00,1,0.6,-73.97586823,40.74509048,-73.98143005,40.74977112,5,2,7.8
1,2015-01-15 06:37:39 +00:00,2015-01-15 06:50:08 +00:00,1,3.3,-74.00406647,40.74776459,-73.9654541,40.76600647,12.5,0,13.3
1,2015-01-15 06:37:40 +00:00,2015-01-15 06:40:24 +00:00,1,0.5,-73.96305084,40.76661682,-73.97065735,40.76407242,4.5,1,6.3
1,2015-01-15 06:37:41 +00:00,2015-01-15 06:47:00 +00:00,1,2.6,-74.00094604,40.73182297,-73.99768066,40.7605896,10,0,10.8
1,2015-01-15 06:37:43 +00:00,2015-01-15 06:46:31 +00:00,1,1.3,-73.9801712,40.74579239,-73.9838562,40.75875473,8,1,9.8
1,2015-01-15 06:37:44 +00:00,2015-01-15 06:43:07 +00:00,1,1.3,-73.95729828,40.76810074,-73.97084045,40.75332642,6,0,6.8
1,2015-01-15 06:37:44 +00:00,2015-01-15 06:43:10 +00:00,1,1.4,-73.96733856,40.76613998,-73.95615387,40.78393173,7,0,7.8
1,2015-01-15 06:37:45 +00:00,2015-01-15 06:49:21 +00:00,1,4.2,-73.99824524,40.68244934,-73.99176025,40.72964096,14,2.96,17.76
1,2015-01-15 06:37:45 +00:00,2015-01-15 06:44:37 +00:00,1,0.9,-74.00749207,40.7117691,-74.01033783,40.72146225,6.5,1.46,8.76
1,2015-01-15 06:37:46 +00:00,2015-01-15 07:18:54 +00:00,1,16.9,-73.78186798,40.64487839,-73.98834229,40.74861526,52,0,58.13
1,2015-01-15 06:37:46 +00:00,2015-01-15 06:42:17 +00:00,1,1,-73.97606659,40.74459076,-73.97589874,40.75471115,5.5,1.25,7.55
1,2015-01-15 06:37:47 +00:00,2015-01-15 06:42:29 +00:00,1,0.7,-74.01635742,40.71446228,-74.01028442,40.7214241,5,1.15,6.95
2,2015-01-15 14:19:02 +00:00,2015-01-15 14:50:16 +00:00,1,9.33,-73.86271667,40.76897812,-73.82595825,40.74716949,30.5,0,31.3
2,2015-01-15 14:19:03 +00:00,2015-01-15 14:39:54 +00:00,1,2.9,-73.95700073,40.78009033,-73.98487854,40.7478714,15,3,18.8
2,2015-01-15 14:19:03 +00:00,2015-01-15 14:31:05 +00:00,1,4.73,-74.00801086,40.70439529,-73.97252655,40.74976349,15,0,15.8
2,2015-01-15 14:19:03 +00:00,2015-01-15 14:26:10 +00:00,1,1.64,-73.971138,40.78285217,-73.9567337,40.7679863,7.5,0,8.3
2,2015-01-15 14:19:03 +00:00,2015-01-15 14:31:29 +00:00,3,4.24,-73.92791748,40.75614548,-73.87295532,40.77444839,14.5,0,15.3
2,2015-01-15 14:19:03 +00:00,2015-01-15 14:21:39 +00:00,1,0.57,-73.97601318,40.74008179,-73.97068787,40.74739838,4,0,4.8
2,2015-01-15 14:19:03 +00:00,2015-01-15 14:29:39 +00:00,1,1.57,-74.00260925,40.72488785,-73.98753357,40.73881149,8.5,0,9.3
2,2015-01-15 14:19:04 +00:00,2015-01-15 14:22:35 +00:00,1,0.66,-73.98204041,40.75698853,-73.97789001,40.76324081,4.5,1,6.3
2,2015-01-15 14:19:04 +00:00,2015-01-15 14:26:50 +00:00,1,0.96,-73.9835968,40.76481247,-73.99066162,40.7575798,7,0,7.8
2,2015-01-15 14:19:05 +00:00,2015-01-15 14:32:56 +00:00,1,1.91,-73.98038483,40.77014542,-73.97781372,40.75205612,10.5,2.62,13.92
2,2015-01-15 14:19:05 +00:00,2015-01-15 14:26:05 +00:00,4,1.12,-73.96589661,40.76233673,-73.96080017,40.77514648,7,0,7.8
2,2015-01-15 14:19:05 +00:00,2015-01-15 14:30:55 +00:00,1,0.98,-73.98310852,40.7389183,-73.98901367,40.74793243,8.5,2.12,11.42
1,2015-01-15 07:21:14 +00:00,2015-01-15 07:41:51 +00:00,1,3.1,-73.94631958,40.77719498,-73.98098755,40.75440216,15,0,15.8
1,2015-01-15 07:21:14 +00:00,2015-01-15 07:34:49 +00:00,2,2.5,-73.95840454,40.76885605,-73.98784637,40.7522049,11.5,2.45,14.75
1,2015-01-15 07:32:39 +00:00,2015-01-15 07:42:15 +00:00,1,0.9,-73.99095917,40.76576996,-73.97808075,40.76116562,7.5,0,8.3
1,2015-01-15 07:32:39 +00:00,2015-01-15 07:49:41 +00:00,1,1.6,-73.99080658,40.75085449,-73.97105408,40.75512314,12,0,12.8
1,2015-01-15 07:32:40 +00:00,2015-01-15 07:45:24 +00:00,1,2.3,-73.97956848,40.77781677,-73.95482635,40.76758957,11,2.35,14.15
1,2015-01-15 07:32:40 +00:00,2015-01-15 07:45:09 +00:00,1,1.9,-73.9536972,40.77085114,-73.9732666,40.76359558,10,0,10.8
1,2015-01-15 07:32:40 +00:00,2015-01-15 07:49:46 +00:00,1,3,-73.95632935,40.76765442,-73.98898315,40.74171829,14,0,14.8
1,2015-01-15 07:32:40 +00:00,2015-01-15 07:38:55 +00:00,1,1,-73.95783997,40.76609802,-73.96885681,40.75758362,6,0,6.8
1,2015-01-15 07:32:40 +00:00,2015-01-15 07:37:52 +00:00,1,1.1,-73.95834351,40.77283096,-73.95705414,40.78434372,6,1,7.8
1,2015-01-15 07:32:41 +00:00,2015-01-15 07:34:49 +00:00,1,0.6,-73.96031952,40.77249527,-73.9661026,40.76533508,4,0,4.8
1,2015-01-15 07:32:41 +00:00,2015-01-15 08:07:04 +00:00,2,17.5,-73.97999573,40.72705078,-73.78717041,40.64461899,52,0,52.8
1,2015-01-15 07:32:41 +00:00,2015-01-15 07:42:43 +00:00,1,2.1,-74.00279236,40.73971939,-74.00279236,40.73971939,9.5,2.06,12.36
1,2015-01-15 07:32:41 +00:00,2015-01-15 07:37:00 +00:00,3,1.1,-73.96544647,40.79111099,-73.96323395,40.8037262,5.5,1.85,8.15
1,2015-01-15 07:32:41 +00:00,2015-01-15 07:45:40 +00:00,2,2,-73.95204926,40.65698624,-73.93654633,40.6715889,10.5,3.39,14.69
1,2015-01-15 07:32:41 +00:00,2015-01-15 07:34:49 +00:00,1,0.5,-73.98775482,40.75428009,-73.98590088,40.76060104,4,0,4.8
1,2015-01-15 07:32:42 +00:00,2015-01-15 07:43:47 +00:00,1,2.4,-73.94932556,40.7771225,-73.93862915,40.80495071,10,2.7,13.5
1,2015-01-15 07:32:42 +00:00,2015-01-15 07:41:14 +00:00,1,1.6,-73.99453735,40.76111603,-73.97380829,40.76394272,7.5,1.7,10
1,2015-01-15 07:32:42 +00:00,2015-01-15 07:47:14 +00:00,1,2.5,-73.9881134,40.71862793,-73.97625732,40.74907684,12,1,13.8
1,2015-01-15 07:32:42 +00:00,2015-01-15 07:41:20 +00:00,1,1.4,-73.95959473,40.76280212,-73.97502136,40.75674438,8,2.2,11
1,2015-01-15 07:32:42 +00:00,2015-01-15 07:53:31 +00:00,1,3.4,-73.98138428,40.72494125,-73.96867371,40.76441574,16,0,16.8
1,2015-01-15 07:32:42 +00:00,2015-01-15 07:38:59 +00:00,1,0.9,-73.96726227,40.75224304,-73.97074127,40.76161194,6.5,1.45,8.75
1,2015-01-15 07:32:42 +00:00,2015-01-15 07:43:54 +00:00,1,2,-73.93508911,40.76122665,-73.90480042,40.76741791,9.5,0,10.3
1,2015-01-15 07:32:43 +00:00,2015-01-15 07:36:17 +00:00,1,0.6,-73.97041321,40.75621796,-73.96815491,40.76377487,4.5,1.06,6.36
1,2015-01-15 07:32:44 +00:00,2015-01-15 07:46:14 +00:00,1,2.1,-73.96691895,40.75307846,-73.99490356,40.74821091,10.5,3.39,14.69
1,2015-01-15 08:51:13 +00:00,2015-01-15 08:59:15 +00:00,1,1,-74.00818634,40.72245789,-74.00292969,40.73551178,7,1.56,9.36
1,2015-01-15 08:51:14 +00:00,2015-01-15 09:08:48 +00:00,1,2.5,-73.97858429,40.78330231,-73.98836517,40.75597382,13,2.75,16.55
1,2015-01-15 08:51:14 +00:00,2015-01-15 09:01:09 +00:00,1,1.8,-73.98534393,40.75894547,-74.00358582,40.74213409,9,1,10.8
1,2015-01-15 08:51:15 +00:00,2015-01-15 08:58:15 +00:00,1,0.6,-74.01595306,40.71448898,-74.00892639,40.71865845,6,0,6.8
1,2015-01-15 08:51:15 +00:00,2015-01-15 09:05:24 +00:00,1,1.8,-73.98335266,40.7399826,-74.00815582,40.73794556,10.5,2.25,13.55
1,2015-01-15 08:51:16 +00:00,2015-01-15 08:58:06 +00:00,1,0.9,-73.97340393,40.75549316,-73.98241425,40.74513245,6,0,6.8
1,2015-01-15 08:51:16 +00:00,2015-01-15 09:02:43 +00:00,1,1.5,-73.96006012,40.76292419,-73.97312164,40.75549316,9.5,2.05,12.35
1,2015-01-15 08:51:16 +00:00,2015-01-15 08:58:31 +00:00,1,1.5,-73.98522186,40.74151611,-73.99828339,40.75588608,7.5,0,8.3
1,2015-01-15 08:51:16 +00:00,2015-01-15 09:09:48 +00:00,1,2,-73.95531464,40.78282928,-73.97401428,40.75731277,13,1.5,15.3
1,2015-01-15 08:51:16 +00:00,2015-01-15 09:03:30 +00:00,1,1.8,-73.99606323,40.74860382,-73.99404144,40.73006821,9.5,2.06,12.36
1,2015-01-15 08:51:17 +00:00,2015-01-15 09:05:48 +00:00,1,2.2,-73.96669769,40.76976013,-73.99594116,40.76421738,11.5,2.45,14.75
1,2015-01-15 08:51:17 +00:00,2015-01-15 09:04:13 +00:00,1,2.2,-73.98806,40.75941086,-73.96321869,40.77489853,10.5,2.25,13.55
1,2015-01-15 08:51:17 +00:00,2015-01-15 08:59:09 +00:00,1,1.1,-74.00814056,40.73874664,-74.00726318,40.7273941,7,1.55,9.35
1,2015-01-15 08:51:17 +00:00,2015-01-15 09:01:50 +00:00,1,1.9,-73.95202637,40.77809906,-73.96868134,40.75462341,9.5,0,10.3
1,2015-01-15 08:51:18 +00:00,2015-01-15 09:03:50 +00:00,1,1.5,-73.98950195,40.75240707,-73.9940567,40.73531723,9.5,2.05,12.35
1,2015-01-15 08:51:18 +00:00,2015-01-15 08:56:30 +00:00,1,0.7,-74.00234985,40.73433685,-73.99243164,40.72859192,5.5,1.55,7.85
1,2015-01-15 08:51:18 +00:00,2015-01-15 08:56:34 +00:00,1,0.5,-73.98079681,40.73792267,-73.98954773,40.73830795,5,0,5.8
1,2015-01-15 08:51:18 +00:00,2015-01-15 09:08:46 +00:00,1,1.4,-73.98170471,40.74674225,-73.97534943,40.7624054,11.5,3.05,15.35
1,2015-01-15 08:51:18 +00:00,2015-01-15 08:59:41 +00:00,1,1.3,-73.92556763,40.76748657,-73.93952179,40.75298691,7.5,1,9.3
1,2015-01-15 08:51:19 +00:00,2015-01-15 09:00:44 +00:00,1,1.3,-73.95562744,40.77646637,-73.95374298,40.76697922,8,1.75,10.55
1,2015-01-15 08:51:20 +00:00,2015-01-15 09:06:25 +00:00,1,2.2,-73.98970032,40.74134827,-74.00544739,40.72858429,11.5,2,14.3
2,2015-01-15 14:18:59 +00:00,2015-01-15 14:21:42 +00:00,1,0.44,-73.96101379,40.76079178,-73.95687103,40.76634979,4,0,4.8
2,2015-01-15 14:19:00 +00:00,2015-01-15 14:43:57 +00:00,1,2.72,-73.97613525,40.74845123,-73.98189545,40.77629471,16,0,16.8
2,2015-01-15 14:19:00 +00:00,2015-01-15 14:29:16 +00:00,2,1,-73.96351624,40.75761032,-73.96752167,40.76771164,8,2,10.8
2,2015-01-15 14:19:01 +00:00,2015-01-15 14:24:15 +00:00,1,0.72,-73.95972443,40.77378082,-73.96617126,40.76496506,5.5,1.1,7.4
2,2015-01-15 14:19:01 +00:00,2015-01-15 15:35:49 +00:00,1,18.71,-73.78353119,40.64857864,-73.98262024,40.77154922,52,0,58.13
1,2015-01-15 07:50:01 +00:00,2015-01-15 07:56:12 +00:00,1,1.1,-74.00614166,40.73514175,-73.99253082,40.74053192,6.5,0,7.3
1,2015-01-15 07:50:02 +00:00,2015-01-15 08:15:55 +00:00,2,12.6,-74.00670624,40.70564651,-73.86519623,40.77066422,36,0,36.8
1,2015-01-15 07:50:02 +00:00,2015-01-15 07:57:38 +00:00,1,1.1,-73.96912384,40.76960754,-73.98074341,40.76097107,6.5,0,7.3
1,2015-01-15 07:50:02 +00:00,2015-01-15 07:53:33 +00:00,1,0.7,-73.97600555,40.78650284,-73.97130585,40.79513931,4.5,1.06,6.36
1,2015-01-15 07:50:03 +00:00,2015-01-15 07:51:55 +00:00,1,0.6,-73.96536255,40.62522888,-73.96707153,40.6333046,3.5,0,4.3
1,2015-01-15 07:50:03 +00:00,2015-01-15 08:09:23 +00:00,1,3.4,-73.99968719,40.7611618,-73.99612427,40.7252121,15,2,17.8
1,2015-01-15 07:50:03 +00:00,2015-01-15 08:00:27 +00:00,2,1.3,-73.95656586,40.78652573,-73.94502258,40.77462387,8.5,0,9.3
1,2015-01-15 07:50:03 +00:00,2015-01-15 07:54:01 +00:00,1,1,-73.97551727,40.7526207,-73.9851532,40.73853683,5.5,1.85,8.15
1,2015-01-15 07:50:03 +00:00,2015-01-15 08:09:02 +00:00,4,1.9,-73.98666382,40.75451279,-73.98034668,40.77243042,13,3.45,17.25
1,2015-01-15 07:50:03 +00:00,2015-01-15 08:19:01 +00:00,1,3.5,-73.97595978,40.76552963,-73.96979523,40.7490387,19.5,2,22.3
1,2015-01-15 07:50:04 +00:00,2015-01-15 08:17:55 +00:00,1,7.2,-73.87045288,40.77351761,-73.94011688,40.71287155,23.5,0,24.3
1,2015-01-15 07:50:04 +00:00,2015-01-15 08:22:53 +00:00,1,16.5,-74.01593781,40.71499634,-73.8611908,40.76797485,46,10,62.13
1,2015-01-15 07:50:04 +00:00,2015-01-15 08:19:57 +00:00,1,4.7,-73.92287445,40.74620056,-73.98486328,40.74828339,21,4.35,26.15
1,2015-01-15 07:50:04 +00:00,2015-01-15 08:01:59 +00:00,1,1.4,-73.9546051,40.78443909,-73.96298981,40.76755905,9.5,1,11.3
1,2015-01-15 07:50:05 +00:00,2015-01-15 07:58:44 +00:00,1,1.3,-73.98363495,40.76612854,-73.9777832,40.75357056,7.5,1.65,9.95
1,2015-01-15 07:50:05 +00:00,2015-01-15 07:57:42 +00:00,1,0.8,-73.96731567,40.77250671,-73.95516968,40.77028275,6.5,1,8.3
1,2015-01-15 07:50:05 +00:00,2015-01-15 07:56:02 +00:00,1,1,-73.95611572,40.76789474,-73.96696472,40.76344681,6,1.7,8.5
1,2015-01-15 07:50:06 +00:00,2015-01-15 07:59:25 +00:00,1,1.4,-73.98112488,40.72083664,-73.98677063,40.73373032,8.5,1.85,11.15
1,2015-01-15 07:50:06 +00:00,2015-01-15 07:53:52 +00:00,1,1,-73.99172211,40.75639343,-74.00465393,40.75190735,5.5,1.26,7.56
1,2015-01-15 07:50:07 +00:00,2015-01-15 08:08:40 +00:00,1,3.6,-74.00582886,40.71763229,-73.97595978,40.76368713,15,3.15,18.95
1,2015-01-15 07:50:07 +00:00,2015-01-15 08:02:00 +00:00,1,1.2,-74.005867,40.71795654,-74.00714111,40.70613098,8.5,1.85,11.15
1,2015-01-15 08:03:31 +00:00,2015-01-15 08:10:56 +00:00,1,0.8,-73.95426178,40.78134537,-73.96214294,40.77326202,6.5,0,7.3
1,2015-01-15 08:03:32 +00:00,2015-01-15 08:14:08 +00:00,1,2.2,-73.98708344,40.73349762,-74.00803375,40.7185173,9.5,1,11.3
1,2015-01-15 08:03:32 +00:00,2015-01-15 08:16:56 +00:00,1,1.5,-73.97548676,40.75185013,-73.98976898,40.7395668,10.5,2.25,13.55
1,2015-01-15 08:03:32 +00:00,2015-01-15 08:12:42 +00:00,3,2.5,-74.01559448,40.71585083,-74.00348663,40.7489624,10,1,11.8
1,2015-01-15 08:03:32 +00:00,2015-01-15 08:26:34 +00:00,1,3.8,-73.93058777,40.76663208,-73.97504425,40.74852371,17.5,2,20.3
1,2015-01-15 08:03:32 +00:00,2015-01-15 08:09:59 +00:00,1,0.9,-73.95611572,40.7285614,-73.95796967,40.7179718,6,2,8.8
1,2015-01-15 08:03:33 +00:00,2015-01-15 08:13:14 +00:00,1,0.8,-74.01506805,40.7095871,-74.00591278,40.70922852,7.5,1.65,9.95
1,2015-01-15 08:03:33 +00:00,2015-01-15 08:05:07 +00:00,1,0.3,-73.98217773,40.77235031,-73.98226166,40.77698135,3.5,1,5.3
1,2015-01-15 08:03:33 +00:00,2015-01-15 08:07:30 +00:00,1,0.5,-73.96655273,40.80422211,-73.96162415,40.81123352,5,1.15,6.95
1,2015-01-15 08:03:33 +00:00,2015-01-15 08:12:08 +00:00,1,1.3,-73.98307037,40.74785995,-73.96786499,40.76022339,7.5,0,8.3
1,2015-01-15 08:03:33 +00:00,2015-01-15 08:09:24 +00:00,1,0.6,-73.97805023,40.7558136,-73.98679352,40.75848389,5.5,1.7,8
1,2015-01-15 08:03:34 +00:00,2015-01-15 08:28:14 +00:00,1,8.3,-73.94593811,40.7783165,-74.01387787,40.71636963,26.5,6.8,34.1
1,2015-01-15 08:03:34 +00:00,2015-01-15 08:26:02 +00:00,2,4,-73.95651245,40.76711273,-74.00211334,40.74032974,17.5,3.4,21.7
1,2015-01-15 08:03:34 +00:00,2015-01-15 08:07:18 +00:00,1,0.5,-74.01279449,40.70443344,-74.00562286,40.70630646,4.5,1,6.3
1,2015-01-15 08:03:34 +00:00,2015-01-15 08:31:05 +00:00,1,4.3,-74.01031494,40.72163391,-73.98010254,40.75162888,20,4.16,24.96
1,2015-01-15 08:03:34 +00:00,2015-01-15 08:16:04 +00:00,1,1.4,-74.01712036,40.70789337,-74.00488281,40.70996475,9.5,2.05,12.35
1,2015-01-15 08:03:34 +00:00,2015-01-15 08:40:48 +00:00,1,10,-73.98098755,40.78403854,-73.8629303,40.76850128,35,8.22,49.35
1,2015-01-15 08:03:34 +00:00,2015-01-15 08:15:31 +00:00,1,2.3,-73.96892548,40.76955795,-73.99280548,40.74692154,10.5,2,13.3
1,2015-01-15 08:03:35 +00:00,2015-01-15 08:17:42 +00:00,1,1.8,-73.98189545,40.75395203,-73.97940063,40.77272797,11,0,11.8
1,2015-01-15 08:03:35 +00:00,2015-01-15 08:11:38 +00:00,1,1.7,-73.95560455,40.7791214,-73.97134399,40.75802612,8,0,8.8
1,2015-01-15 08:03:35 +00:00,2015-01-15 08:27:12 +00:00,1,2.2,-73.96034241,40.81333542,-73.97289276,40.7856102,15.5,0.01,16.31
1,2015-01-15 08:21:47 +00:00,2015-01-15 08:39:44 +00:00,1,2.2,-73.95803833,40.78312302,-73.97439575,40.75694656,12.5,1,14.3
1,2015-01-15 08:21:48 +00:00,2015-01-15 08:37:50 +00:00,1,1.6,-73.99625397,40.76239014,-73.97427368,40.75159454,11.5,2.45,14.75
1,2015-01-15 08:21:48 +00:00,2015-01-15 08:29:32 +00:00,1,1.6,-73.98004913,40.7612915,-73.98107147,40.77841187,8,1,9.8
1,2015-01-15 08:21:48 +00:00,2015-01-15 08:25:45 +00:00,1,0.6,-74.0003891,40.73760223,-74.0093689,40.7381134,4.5,1.55,6.85
